pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description
EOG091G0OAO	Globin	33208	38654	Alligator sinensis	38654:003679	102383779	cytoglobin-like
EOG091G0OAO	Globin	33208	38654	Alligator sinensis	38654:001047	102372471	myoglobin
EOG091G0OAO	Globin	33208	42254	Sorex araneus	42254:002d2f	ENSSARG00000012814	cytoglobin 
EOG091G0OAO	Globin	33208	43179	Ictidomys tridecemlineatus	43179:001120	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	43179	Ictidomys tridecemlineatus	43179:000eda	MB	Myoglobin
EOG091G0OAO	Globin	33208	43455	Cathartes aura	43455:002290	KFP54808.1	
EOG091G0OAO	Globin	33208	43455	Cathartes aura	43455:001817	KFP52127.1	
EOG091G0OAO	Globin	33208	43455	Cathartes aura	43455:001644	KFP51660.1	
EOG091G0OAO	Globin	33208	44394	Zonotrichia albicollis	44394:0032fd	102074681	cytoglobin
EOG091G0OAO	Globin	33208	44394	Zonotrichia albicollis	44394:001b1b	102067969	myoglobin
EOG091G0OAO	Globin	33208	44394	Zonotrichia albicollis	44394:000651	102062177	cytoglobin-1-like
EOG091G0OAO	Globin	33208	45351	Nematostella vectensis	45351:00269d	NEMVEDRAFT_v1g203304	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	45779	Papilio glaucus	45779:002b5e	pgl5269.1	
EOG091G0OAO	Globin	33208	48698	Poecilia formosa	48698:002f2f	ENSPFOG00000012371	Myoglobin
EOG091G0OAO	Globin	33208	48698	Poecilia formosa	48698:002c2c	ENSPFOG00000011582	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	48698	Poecilia formosa	48698:0013c0	ENSPFOG00000005172	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	48883	Geospiza fortis	48883:002e62	102043525	myoglobin
EOG091G0OAO	Globin	33208	48883	Geospiza fortis	48883:0028da	102042068	cytoglobin-1-like
EOG091G0OAO	Globin	33208	48883	Geospiza fortis	48883:000dd4	102034957	cytoglobin
EOG091G0OAO	Globin	33208	50402	Charadrius vociferus	50402:0014fa	KGL91160.1	cytoglobin
EOG091G0OAO	Globin	33208	50402	Charadrius vociferus	50402:000931	KGL88143.1	
EOG091G0OAO	Globin	33208	51337	Jaculus jaculus	51337:002fb8	101609802	myoglobin
EOG091G0OAO	Globin	33208	51337	Jaculus jaculus	51337:000ef3	101598571	cytoglobin
EOG091G0OAO	Globin	33208	51511	Ciona savignyi	51511:002c0d	ENSCSAVG00000011495	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	51655	Plutella xylostella	51655:002535	Px012339	
EOG091G0OAO	Globin	33208	52644	Haliaeetus leucocephalus	52644:003935	104842793	myoglobin
EOG091G0OAO	Globin	33208	52644	Haliaeetus leucocephalus	52644:002b7a	104839205	cytoglobin
EOG091G0OAO	Globin	33208	52644	Haliaeetus leucocephalus	52644:000b6c	104830737	cytoglobin-1-like
EOG091G0OAO	Globin	33208	54126	Pristionchus pacificus	54126:002019	WBGene00097847	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	54126	Pristionchus pacificus	54126:0016e4	WBGene00095474	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	54131	Colobus angolensis	54131:0047cc	105525488	
EOG091G0OAO	Globin	33208	54131	Colobus angolensis	54131:003290	105517991	
EOG091G0OAO	Globin	33208	54374	Mesitornis unicolor	54374:002ea3	KFQ40080.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	54374	Mesitornis unicolor	54374:001f63	KFQ35072.1	cytoglobin
EOG091G0OAO	Globin	33208	54374	Mesitornis unicolor	54374:001dfc	KFQ34405.1	myoglobin
EOG091G0OAO	Globin	33208	54380	Cariama cristata	54380:001c87	KFP64624.1	myoglobin
EOG091G0OAO	Globin	33208	54380	Cariama cristata	54380:000c9c	KFP60549.1	cytoglobin
EOG091G0OAO	Globin	33208	54380	Cariama cristata	54380:000249	KFP56296.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	54383	Eurypyga helias	54383:001c8a	KFW03906.1	cytoglobin
EOG091G0OAO	Globin	33208	54383	Eurypyga helias	54383:001a9d	KFW02904.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	54383	Eurypyga helias	54383:0003a9	KFV91485.1	myoglobin
EOG091G0OAO	Globin	33208	54969	Polypedilum nubifer	54969:000de0	Pn.03553	
EOG091G0OAO	Globin	33208	55661	Cuculus canorus	55661:0030fa	KFO81667.1	myoglobin
EOG091G0OAO	Globin	33208	55661	Cuculus canorus	55661:000f32	KFO73019.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	55661	Cuculus canorus	55661:0009ea	KFO71667.1	cytoglobin
EOG091G0OAO	Globin	33208	56313	Tyto alba	56313:002a63	KFV60750.1	myoglobin
EOG091G0OAO	Globin	33208	56313	Tyto alba	56313:000896	KFV42517.1	cytoglobin
EOG091G0OAO	Globin	33208	57068	Acanthisitta chloris	57068:0026b3	KFP84743.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	57068	Acanthisitta chloris	57068:001fa4	KFP81119.1	myoglobin
EOG091G0OAO	Globin	33208	57068	Acanthisitta chloris	57068:0016c0	KFP77318.1	cytoglobin
EOG091G0OAO	Globin	33208	57397	Apaloderma vittatum	57397:0024a5	KFP90691.1	cytoglobin
EOG091G0OAO	Globin	33208	57397	Apaloderma vittatum	57397:0018cf	KFP86190.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	57397	Apaloderma vittatum	57397:000def	KFP80574.1	myoglobin
EOG091G0OAO	Globin	33208	57412	Colius striatus	57412:002baa	KFP34507.1	myoglobin
EOG091G0OAO	Globin	33208	57412	Colius striatus	57412:0015b3	KFP28884.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	57421	Merops nubicus	57421:0017aa	KFQ26055.1	cytoglobin
EOG091G0OAO	Globin	33208	57421	Merops nubicus	57421:000f4b	KFQ21862.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	57421	Merops nubicus	57421:000b53	KFQ19786.1	myoglobin
EOG091G0OAO	Globin	33208	59463	Myotis lucifugus	59463:00348a	ENSMLUG00000016568	cytoglobin 
EOG091G0OAO	Globin	33208	59463	Myotis lucifugus	59463:002a32	MB	Myoglobin
EOG091G0OAO	Globin	33208	59538	Pantholops hodgsonii	59538:0038bf	Mb	Myoglobin
EOG091G0OAO	Globin	33208	59538	Pantholops hodgsonii	59538:002bf6	102328175	cytoglobin
EOG091G0OAO	Globin	33208	59729	Taeniopygia guttata	59729:002984	MB	Myoglobin
EOG091G0OAO	Globin	33208	59729	Taeniopygia guttata	59729:0024de	GBE	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	59729	Taeniopygia guttata	59729:001e1e	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	59894	Ficedula albicollis	59894:003308	MB	Myoglobin
EOG091G0OAO	Globin	33208	59894	Ficedula albicollis	59894:002d28	LOC101817780	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	59894	Ficedula albicollis	59894:00039e	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	60711	Chlorocebus sabaeus	60711:001ef8	ENSCSAG00000008174	myoglobin 
EOG091G0OAO	Globin	33208	60711	Chlorocebus sabaeus	60711:001337	ENSCSAG00000005082	cytoglobin 
EOG091G0OAO	Globin	33208	61622	Rhinopithecus roxellana	61622:00515b	104682471	myoglobin
EOG091G0OAO	Globin	33208	61622	Rhinopithecus roxellana	61622:004dcb	104681268	cytoglobin
EOG091G0OAO	Globin	33208	61853	Nomascus leucogenys	61853:00345c	MB	Myoglobin
EOG091G0OAO	Globin	33208	61853	Nomascus leucogenys	61853:0008ff	CYGB	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	69293	Gasterosteus aculeatus	69293:004ac8	ENSGACG00000019283	cytoglobin 2 
EOG091G0OAO	Globin	33208	69293	Gasterosteus aculeatus	69293:003167	ENSGACG00000012736	cytoglobin 1 
EOG091G0OAO	Globin	33208	72004	Bos mutus	72004:0027cd	ELR54597.1	myoglobin
EOG091G0OAO	Globin	33208	72004	Bos mutus	72004:000bb9	ELR47409.1	cytoglobin
EOG091G0OAO	Globin	33208	85066	Corvus brachyrhynchos	85066:002ea0	KFO64351.1	cytoglobin
EOG091G0OAO	Globin	33208	85066	Corvus brachyrhynchos	85066:0022e4	KFO61347.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	85066	Corvus brachyrhynchos	85066:002278	KFO61239.1	myoglobin
EOG091G0OAO	Globin	33208	89462	Bubalus bubalis	89462:004b06	102413627	cytoglobin
EOG091G0OAO	Globin	33208	89462	Bubalus bubalis	89462:0049c9	MB	Myoglobin
EOG091G0OAO	Globin	33208	94827	Tinamus guttatus	94827:001d3e	KGL79683.1	myoglobin
EOG091G0OAO	Globin	33208	94827	Tinamus guttatus	94827:001081	KGL76422.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	94827	Tinamus guttatus	94827:000504	KGL73481.1	cytoglobin
EOG091G0OAO	Globin	33208	97097	Phaethon lepturus	97097:002492	KFQ77099.1	cytoglobin
EOG091G0OAO	Globin	33208	97097	Phaethon lepturus	97097:001af8	KFQ72505.1	myoglobin
EOG091G0OAO	Globin	33208	97097	Phaethon lepturus	97097:001546	KFQ71047.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	99883	Tetraodon nigroviridis	99883:004381	ENSTNIG00000017519	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	99883	Tetraodon nigroviridis	99883:002c83	ENSTNIG00000011601	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	99883	Tetraodon nigroviridis	99883:0014dd	MB	Myoglobin
EOG091G0OAO	Globin	33208	106582	Maylandia zebra	106582:004363	101481861	cytoglobin-1-like
EOG091G0OAO	Globin	33208	106582	Maylandia zebra	106582:0039e8	101479296	myoglobin
EOG091G0OAO	Globin	33208	106582	Maylandia zebra	106582:0025e3	101473862	cytoglobin
EOG091G0OAO	Globin	33208	109478	Myotis brandtii	109478:004662	EPQ19393.1	myoglobin
EOG091G0OAO	Globin	33208	109478	Myotis brandtii	109478:0044a6	EPQ18949.1	cytoglobin
EOG091G0OAO	Globin	33208	113334	Melitaea cinxia	113334:00302f	MCINX012340	
EOG091G0OAO	Globin	33208	113334	Melitaea cinxia	113334:00302d	MCINX012338	
EOG091G0OAO	Globin	33208	113540	Scleropages formosus	113540:003858	KKX08643.1	
EOG091G0OAO	Globin	33208	113540	Scleropages formosus	113540:001e72	KKX02013.1	
EOG091G0OAO	Globin	33208	113540	Scleropages formosus	113540:001ad3	KKX01086.1	
EOG091G0OAO	Globin	33208	113540	Scleropages formosus	113540:0017e9	KKX00340.1	
EOG091G0OAO	Globin	33208	113540	Scleropages formosus	113540:000f0d	KKW98071.1	
EOG091G0OAO	Globin	33208	118200	Picoides pubescens	118200:001f36	KFV68929.1	myoglobin
EOG091G0OAO	Globin	33208	118200	Picoides pubescens	118200:001ecc	KFV68823.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	118200	Picoides pubescens	118200:001179	KFV65412.1	cytoglobin
EOG091G0OAO	Globin	33208	118797	Lipotes vexillifer	118797:001a72	103076719	myoglobin
EOG091G0OAO	Globin	33208	118797	Lipotes vexillifer	118797:000528	103069927	cytoglobin
EOG091G0OAO	Globin	33208	121530	Tauraco erythrolophus	121530:0024be	KFV17477.1	cytoglobin
EOG091G0OAO	Globin	33208	121530	Tauraco erythrolophus	121530:001d0b	KFV13573.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	121530	Tauraco erythrolophus	121530:001a32	KFV11998.1	myoglobin
EOG091G0OAO	Globin	33208	128390	Nipponia nippon	128390:003711	KFR08956.1	
EOG091G0OAO	Globin	33208	128390	Nipponia nippon	128390:0036a4	KFR08847.1	myoglobin
EOG091G0OAO	Globin	33208	128390	Nipponia nippon	128390:0008af	KFQ92650.1	cytoglobin
EOG091G0OAO	Globin	33208	132908	Pteropus vampyrus	132908:003c52	ENSPVAG00000016477	myoglobin 
EOG091G0OAO	Globin	33208	132908	Pteropus vampyrus	132908:00386d	ENSPVAG00000015423	cytoglobin 
EOG091G0OAO	Globin	33208	143302	Condylura cristata	143302:003529	Mb	Myoglobin
EOG091G0OAO	Globin	33208	143302	Condylura cristata	143302:001341	101623912	cytoglobin
EOG091G0OAO	Globin	33208	144197	Stegastes partitus	144197:0053fb	103375378	cytoglobin-1-like
EOG091G0OAO	Globin	33208	144197	Stegastes partitus	144197:004cd0	103373403	cytoglobin-2
EOG091G0OAO	Globin	33208	144197	Stegastes partitus	144197:000476	103353989	myoglobin
EOG091G0OAO	Globin	33208	175835	Buceros rhinoceros	175835:002bff	KFO94208.1	
EOG091G0OAO	Globin	33208	175835	Buceros rhinoceros	175835:001e71	KFO90738.1	
EOG091G0OAO	Globin	33208	175835	Buceros rhinoceros	175835:0004b4	KFO84149.1	
EOG091G0OAO	Globin	33208	176057	Nestor notabilis	176057:002d68	KFQ56713.1	myoglobin
EOG091G0OAO	Globin	33208	176057	Nestor notabilis	176057:0021ce	KFQ51466.1	cytoglobin
EOG091G0OAO	Globin	33208	176057	Nestor notabilis	176057:0016af	KFQ46857.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	176946	Python bivittatus	176946:003f24	103065161	myoglobin
EOG091G0OAO	Globin	33208	176946	Python bivittatus	176946:001043	103052372	myoglobin-like
EOG091G0OAO	Globin	33208	176946	Python bivittatus	176946:0002f8	103048762	cytoglobin
EOG091G0OAO	Globin	33208	181096	Corvus cornix	181096:002f00	104696372	
EOG091G0OAO	Globin	33208	181096	Corvus cornix	181096:002ea1	104696273	
EOG091G0OAO	Globin	33208	181096	Corvus cornix	181096:0027c3	104694335	
EOG091G0OAO	Globin	33208	181119	Pseudopodoces humilis	181119:002a61	102110092	cytoglobin-like
EOG091G0OAO	Globin	33208	181119	Pseudopodoces humilis	181119:002068	102107493	cytoglobin
EOG091G0OAO	Globin	33208	181119	Pseudopodoces humilis	181119:000bd7	102102146	myoglobin
EOG091G0OAO	Globin	33208	185453	Chrysochloris asiatica	185453:004818	102841092	myoglobin
EOG091G0OAO	Globin	33208	185453	Chrysochloris asiatica	185453:0028cd	102827803	cytoglobin
EOG091G0OAO	Globin	33208	187382	Chlamydotis macqueenii	187382:00156c	KFP40073.1	cytoglobin
EOG091G0OAO	Globin	33208	187382	Chlamydotis macqueenii	187382:000ed9	KFP38390.1	myoglobin
EOG091G0OAO	Globin	33208	187382	Chlamydotis macqueenii	187382:00082a	KFP36679.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	188344	Leptosomus discolor	188344:002dc9	KFQ15752.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	188344	Leptosomus discolor	188344:002b03	KFQ15042.1	myoglobin
EOG091G0OAO	Globin	33208	188344	Leptosomus discolor	188344:000d6b	KFQ02838.1	cytoglobin-like
EOG091G0OAO	Globin	33208	188379	Egretta garzetta	188379:0018a5	KFP15054.1	cytoglobin
EOG091G0OAO	Globin	33208	188379	Egretta garzetta	188379:000613	KFP10300.1	
EOG091G0OAO	Globin	33208	188379	Egretta garzetta	188379:0005aa	KFP10195.1	myoglobin
EOG091G0OAO	Globin	33208	215358	Larimichthys crocea	215358:00450e	KKF26332.1	
EOG091G0OAO	Globin	33208	215358	Larimichthys crocea	215358:000718	KKF10470.1	
EOG091G0OAO	Globin	33208	215358	Larimichthys crocea	215358:00016d	KKF09019.1	
EOG091G0OAO	Globin	33208	225164	Lottia gigantea	225164:004aa4	LotgiG232639	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	225164	Lottia gigantea	225164:00212f	LotgiG159879	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	225400	Myotis davidii	225400:00315b	ELK35773.1	cytoglobin
EOG091G0OAO	Globin	33208	225400	Myotis davidii	225400:001162	ELK27588.1	myoglobin
EOG091G0OAO	Globin	33208	240206	Pterocles gutturalis	240206:0014a3	KFV05433.1	cytoglobin-1-like
EOG091G0OAO	Globin	33208	240206	Pterocles gutturalis	240206:001108	KFV03614.1	cytoglobin
EOG091G0OAO	Globin	33208	240206	Pterocles gutturalis	240206:00103d	KFV03261.1	myoglobin
EOG091G0OAO	Globin	33208	244447	Cynoglossus semilaevis	244447:003c22	103393193	cytoglobin-1-like
EOG091G0OAO	Globin	33208	244447	Cynoglossus semilaevis	244447:001a05	103383770	cytoglobin
EOG091G0OAO	Globin	33208	244447	Cynoglossus semilaevis	244447:0019f3	103383752	myoglobin-like
EOG091G0OAO	Globin	33208	279965	Caprimulgus carolinensis	279965:0027e1	KFZ61844.1	myoglobin
EOG091G0OAO	Globin	33208	279965	Caprimulgus carolinensis	279965:001fed	KFZ57841.1	cytoglobin
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:0072b4	CapteG5226	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:0066d4	CapteG225570	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:005c5e	CapteG219237	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:004e6a	CapteG21094	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:004d2f	CapteG21023	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:003ef5	CapteG20182	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:00303a	CapteG192931	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:002f60	CapteG192439	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:002264	CapteG18433	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:001b9e	CapteG170177	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:001692	CapteG158355	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:0011b5	CapteG1470	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:0010bc	CapteG144794	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:000c4b	CapteG132766	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	283909	Capitella teleta	283909:000584	CapteG114226	Similarity:Belongs to the globin family.
EOG091G0OAO	Globin	33208	303518	Pundamilia nyererei	303518:00219f	102201110	myoglobin-like
EOG091G0OAO	Globin	33208	303518	Pundamilia nyererei	303518:001924	102198800	cytoglobin
EOG091G0OAO	Globin	33208	303518	Pundamilia nyererei	303518:0004b1	102193243	cytoglobin-1-like
EOG091G0OAO	Globin	33208	319348	Polypedilum vanderplanki	319348:00426d	Pv.11312	
EOG091G0OAO	Globin	33208	319348	Polypedilum vanderplanki	319348:002e01	Pv.02996	
EOG091G0OAO	Globin	33208	319348	Polypedilum vanderplanki	319348:00263e	Pv.03004	
EOG091G0OAO	Globin	33208	319348	Polypedilum vanderplanki	319348:00101a	Pv.02998	
EOG091G0OAO	Globin	33208	328815	Manacus vitellinus	328815:002e12	KFW87375.1	myoglobin
EOG091G0OAO	Globin	33208	328815	Manacus vitellinus	328815:002dab	KFW87272.1	
EOG091G0OAO	Globin	33208	328815	Manacus vitellinus	328815:00234e	KFW84268.1	cytoglobin
EOG091G0OAO	Globin	33208	345164	Falco cherrug	345164:00275b	102055966	myoglobin
EOG091G0OAO	Globin	33208	345164	Falco cherrug	345164:001ab4	102052663	cytoglobin-1-like
EOG091G0OAO	Globin	33208	345164	Falco cherrug	345164:00026d	102046294	cytoglobin
EOG091G0OAO	Globin	33208	345573	Podiceps cristatus	345573:00228c	KFZ66744.1	
EOG091G0OAO	Globin	33208	345573	Podiceps cristatus	345573:001a03	KFZ62496.1	
EOG091G0OAO	Globin	33208	345573	Podiceps cristatus	345573:001271	KFZ58576.1	
EOG091G0OAO	Globin	33208	379532	Propithecus coquereli	379532:004227	105824725	cytoglobin
EOG091G0OAO	Globin	33208	379532	Propithecus coquereli	379532:001306	105810693	myoglobin
EOG091G0OAO	Globin	33208	419612	Camelus ferus	419612:004753	EQB77229.1	cytoglobin
EOG091G0OAO	Globin	33208	419612	Camelus ferus	419612:002545	EPY81826.1	myoglobin
EOG091G0OAO	Globin	33208	482537	Galeopterus variegatus	482537:00496c	103605488	myoglobin
EOG091G0OAO	Globin	33208	482537	Galeopterus variegatus	482537:0045ce	103604321	cytoglobin
EOG091G0OAO	Globin	33208	885580	Fukomys damarensis	885580:0044bc	KFO35643.1	cytoglobin
EOG091G0OAO	Globin	33208	885580	Fukomys damarensis	885580:000171	KFO18416.1	myoglobin
EOG091G0OAO	Globin	33208	925459	Balearica regulorum	925459:002db5	KFO15116.1	
EOG091G0OAO	Globin	33208	925459	Balearica regulorum	925459:00084c	KFO05539.1	
EOG091G0OAO	Globin	33208	1026970	Nannospalax galili	1026970:0032f6	103742102	myoglobin
EOG091G0OAO	Globin	33208	1026970	Nannospalax galili	1026970:001787	103732688	cytoglobin
